customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnRiskScore,RiskTier,RiskColor,CustomerSegments,CustomerPersona
8376-VJKFU,Female,No,Yes,Yes,47,Yes,No,One year,Electronic check,22.17,1035.06,No,15,Low,#00F5D4,Budget,General Subscriber
1630-BSZWP,Female,No,Yes,Yes,27,No,No,Month-to-month,Bank transfer (automatic),20.3,549.68,No,30,Medium,#FFD700,Budget,General Subscriber
1273-KRZUY,Male,No,No,No,9,Yes,DSL,Month-to-month,Credit card (automatic),62.13,559.83,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7392-RLKXO,Male,No,Yes,Yes,6,Yes,DSL,Month-to-month,Credit card (automatic),69.4,418.35,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
9593-KXCVR,Male,No,No,No,6,Yes,DSL,Month-to-month,Electronic check,63.08,375.03,No,83,High,#FF007F,"High-Risk, Short-Term",General Subscriber
2031-PGDBS,Male,No,No,Yes,12,Yes,No,Month-to-month,Credit card (automatic),24.69,298.19,No,30,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
0948-BXCJC,Female,No,Yes,Yes,9,Yes,No,Month-to-month,Mailed check,23.13,208.41,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
1957-WVNDF,Female,No,No,No,20,No,No,Month-to-month,Bank transfer (automatic),24.96,502.64,No,35,Medium,#FFD700,Budget,General Subscriber
6593-SRGMY,Male,No,No,No,32,Yes,No,Month-to-month,Bank transfer (automatic),20.68,655.23,No,35,Medium,#FFD700,Budget,General Subscriber
1572-PWWSD,Male,Yes,No,Yes,70,Yes,No,Month-to-month,Electronic check,24.25,1702.05,No,35,Medium,#FFD700,"Loyal, Budget",General Subscriber
0480-KRSEK,Female,Yes,No,No,41,Yes,Fiber optic,One year,Bank transfer (automatic),88.7,3606.34,No,50,Medium,#FFD700,Standard,General Subscriber
0864-CMQNY,Female,No,No,No,24,Yes,No,Month-to-month,Mailed check,22.62,538.23,No,35,Medium,#FFD700,Budget,General Subscriber
5211-XBHTE,Male,Yes,Yes,Yes,7,Yes,No,Month-to-month,Bank transfer (automatic),22.62,158.49,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
2069-VQBIF,Female,No,No,Yes,26,Yes,No,One year,Electronic check,21.8,561.35,No,20,Low,#00F5D4,Budget,General Subscriber
6368-WDKPT,Female,No,No,No,33,Yes,DSL,One year,Bank transfer (automatic),58.67,1930.51,No,25,Low,#00F5D4,Standard,General Subscriber
4957-REGUE,Female,No,No,No,69,No,DSL,Two year,Mailed check,66.41,4565.56,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
1252-XAYKN,Male,No,No,No,20,Yes,DSL,Month-to-month,Bank transfer (automatic),67.18,1332.3,No,58,Medium,#FFD700,Standard,General Subscriber
2897-WULFM,Male,No,Yes,Yes,6,Yes,DSL,Month-to-month,Electronic check,68.94,410.97,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7975-OHNMY,Female,No,No,No,16,Yes,DSL,Month-to-month,Credit card (automatic),63.02,1007.45,No,58,Medium,#FFD700,Standard,General Subscriber
3886-XBRMQ,Female,No,No,No,11,Yes,No,Month-to-month,Credit card (automatic),24.52,271.5,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8129-WREMN,Male,No,Yes,Yes,51,Yes,No,Two year,Electronic check,23.98,1212.98,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5186-XZQTF,Male,No,Yes,No,62,Yes,DSL,Two year,Electronic check,54.47,3371.71,No,10,Low,#00F5D4,Loyal,Loyal Long-Term User
9038-ITURG,Female,No,Yes,No,10,Yes,No,Month-to-month,Mailed check,23.3,235.17,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8179-ZWJNT,Male,No,No,No,39,Yes,DSL,One year,Mailed check,72.09,2823.24,No,28,Low,#00F5D4,Standard,General Subscriber
0107-UZDXG,Male,No,No,No,49,Yes,Fiber optic,Two year,Bank transfer (automatic),104.75,5112.25,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0155-MXSTA,Female,No,No,No,13,Yes,DSL,Month-to-month,Bank transfer (automatic),65.68,853.2,No,58,Medium,#FFD700,Standard,General Subscriber
0849-XVKRR,Female,No,No,No,70,Yes,No,Two year,Bank transfer (automatic),20.58,1446.51,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0461-PHLOJ,Female,No,Yes,Yes,59,Yes,No,Two year,Bank transfer (automatic),20.77,1235.81,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8452-YDQVE,Female,No,No,No,52,Yes,No,Two year,Bank transfer (automatic),24.36,1265.88,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8409-YJUGK,Female,No,No,No,63,Yes,DSL,Two year,Electronic check,50.38,3155.31,No,15,Low,#00F5D4,Loyal,Loyal Long-Term User
3817-SECZW,Male,Yes,No,No,39,Yes,No,One year,Bank transfer (automatic),21.29,828.52,No,10,Low,#00F5D4,Budget,General Subscriber
4876-SNHTH,Female,No,No,Yes,28,No,No,Month-to-month,Mailed check,23.94,665.94,No,30,Medium,#FFD700,Budget,General Subscriber
9719-TOKRD,Male,No,No,Yes,50,Yes,Fiber optic,Month-to-month,Electronic check,101.12,5014.59,No,70,High,#FF007F,"Loyal, High-Risk, Premium",High-Value Churn-Risk
9022-ORJMT,Male,No,No,No,62,Yes,DSL,Two year,Electronic check,71.31,4409.66,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
2201-UAEXP,Male,No,Yes,Yes,37,Yes,No,One year,Mailed check,24.65,911.22,No,0,Low,#00F5D4,Budget,General Subscriber
1929-XEVOL,Female,No,Yes,Yes,67,Yes,DSL,Two year,Mailed check,64.89,4376.99,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
6637-XUFGS,Male,Yes,No,No,3,Yes,No,Month-to-month,Mailed check,24.74,74.04,No,60,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
7428-NAJZO,Male,No,Yes,Yes,8,Yes,No,Month-to-month,Bank transfer (automatic),24.29,193.43,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
9109-VGTUD,Female,Yes,Yes,Yes,70,Yes,DSL,Two year,Bank transfer (automatic),67.39,4697.92,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
1746-WVYYK,Male,Yes,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Electronic check,89.45,804.92,No,100,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
9627-DERYN,Female,No,Yes,No,41,Yes,Fiber optic,One year,Electronic check,88.72,3669.01,No,55,Medium,#FFD700,Standard,General Subscriber
4256-SAQWY,Male,No,No,No,68,Yes,No,Two year,Credit card (automatic),24.09,1625.71,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5546-BUUCL,Male,Yes,No,No,4,No,No,Month-to-month,Credit card (automatic),20.96,84.5,No,60,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
0613-ZUVQO,Female,No,Yes,No,3,Yes,No,Month-to-month,Mailed check,20.23,60.1,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
4179-FSCDD,Male,No,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Mailed check,93.11,742.22,No,80,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
8195-YRQHO,Female,No,Yes,Yes,59,Yes,DSL,Month-to-month,Electronic check,66.75,3903.12,No,53,Medium,#FFD700,Loyal,General Subscriber
3645-TZYOB,Female,No,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),99.82,1494.88,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
5315-HDHXN,Female,No,Yes,Yes,26,Yes,No,One year,Credit card (automatic),22.27,577.55,No,5,Low,#00F5D4,Budget,General Subscriber
3543-KEBWS,Female,No,Yes,No,3,Yes,No,Month-to-month,Mailed check,20.78,62.44,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7806-QMPZZ,Female,No,Yes,Yes,45,Yes,Fiber optic,One year,Electronic check,92.39,4117.3,No,55,Medium,#FFD700,Premium,General Subscriber
2799-AOOYE,Male,No,No,No,33,Yes,Fiber optic,One year,Bank transfer (automatic),95.65,3168.95,No,50,Medium,#FFD700,Premium,General Subscriber
8179-WGYXY,Female,No,No,No,1,Yes,No,Month-to-month,Electronic check,22.63,22.62,No,70,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
8479-LZVWZ,Female,No,No,Yes,3,Yes,DSL,Month-to-month,Mailed check,56.9,170.69,No,65,High,#FF007F,"High-Risk, Short-Term",General Subscriber
4243-PLJYB,Female,No,No,No,27,Yes,DSL,One year,Mailed check,70.98,1903.48,No,33,Medium,#FFD700,Standard,General Subscriber
7146-FPWUH,Female,Yes,No,No,62,Yes,Fiber optic,Two year,Credit card (automatic),106.71,6678.77,No,30,Medium,#FFD700,"Loyal, Premium",General Subscriber
5890-IFSBE,Male,No,Yes,Yes,8,No,DSL,Month-to-month,Electronic check,57.25,458.13,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1322-WHJEG,Female,No,No,No,60,Yes,Fiber optic,Two year,Bank transfer (automatic),86.08,5182.11,No,25,Low,#00F5D4,Loyal,Loyal Long-Term User
1517-DQEPY,Male,No,Yes,Yes,9,Yes,No,Month-to-month,Credit card (automatic),24.88,222.69,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
6317-VLFAV,Male,No,No,No,35,Yes,DSL,One year,Mailed check,51.62,1800.87,No,25,Low,#00F5D4,Standard,General Subscriber
6136-XPIYW,Male,No,No,No,40,Yes,DSL,One year,Credit card (automatic),56.27,2238.68,No,20,Low,#00F5D4,Standard,General Subscriber
0101-PVAFM,Male,Yes,Yes,No,40,Yes,Fiber optic,One year,Credit card (automatic),101.55,4062.39,No,45,Medium,#FFD700,Premium,General Subscriber
8800-NDMOK,Male,No,Yes,Yes,48,Yes,Fiber optic,One year,Bank transfer (automatic),95.77,4616.79,No,30,Medium,#FFD700,"Loyal, Premium",General Subscriber
2085-BOVNS,Male,No,No,No,57,Yes,Fiber optic,Two year,Mailed check,87.5,4971.14,No,25,Low,#00F5D4,Loyal,Loyal Long-Term User
5294-LNGPU,Female,No,Yes,Yes,5,Yes,No,Month-to-month,Bank transfer (automatic),20.47,101.89,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7489-YNSXU,Female,No,No,No,35,Yes,Fiber optic,Month-to-month,Electronic check,92.97,3262.67,No,90,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
4424-VTHMH,Female,Yes,Yes,Yes,58,Yes,No,Two year,Mailed check,24.53,1413.05,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4482-UBXPZ,Female,Yes,Yes,Yes,1,Yes,No,Month-to-month,Electronic check,23.29,23.24,No,70,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
4764-SBPRL,Female,No,No,No,6,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),102.89,611.43,No,85,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
1776-KWNDF,Male,No,No,No,41,Yes,DSL,One year,Mailed check,66.03,2714.28,No,28,Low,#00F5D4,Standard,General Subscriber
2063-UJKSC,Female,Yes,Yes,No,47,Yes,No,One year,Mailed check,20.67,975.13,No,5,Low,#00F5D4,Budget,General Subscriber
4316-LFMMS,Female,Yes,Yes,No,63,No,DSL,One year,Mailed check,56.54,3529.95,No,10,Low,#00F5D4,Loyal,Loyal Long-Term User
5636-WNXTI,Female,Yes,Yes,Yes,59,Yes,No,Two year,Electronic check,24.84,1451.06,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6465-ERBSF,Male,No,No,No,52,Yes,DSL,Two year,Bank transfer (automatic),56.51,2911.73,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
4564-ITYIQ,Male,No,Yes,Yes,64,Yes,No,Two year,Credit card (automatic),23.18,1470.26,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4228-ISVSG,Female,No,Yes,Yes,39,Yes,DSL,Month-to-month,Electronic check,57.11,2222.58,No,55,Medium,#FFD700,Standard,General Subscriber
0189-MCMIF,Female,No,No,Yes,48,Yes,DSL,Two year,Credit card (automatic),57.46,2771.09,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
9251-LQGPO,Male,No,No,Yes,9,Yes,DSL,Month-to-month,Bank transfer (automatic),51.01,463.44,No,55,Medium,#FFD700,Short-Term,General Subscriber
2788-CJONC,Male,No,Yes,No,5,Yes,No,Month-to-month,Electronic check,20.38,101.93,No,65,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
4523-FCXTI,Female,No,Yes,Yes,3,Yes,No,Month-to-month,Credit card (automatic),24.83,74.2,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
9564-CEEAG,Female,No,Yes,No,24,Yes,No,Month-to-month,Mailed check,24.29,578.13,No,30,Medium,#FFD700,Budget,General Subscriber
2760-DFEXW,Male,No,No,Yes,5,Yes,Fiber optic,Month-to-month,Electronic check,86.27,427.92,No,100,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
9576-AFJXG,Male,No,Yes,Yes,61,Yes,Fiber optic,One year,Credit card (automatic),103.07,6345.09,No,30,Medium,#FFD700,"Loyal, Premium",General Subscriber
4522-QBZCK,Male,Yes,Yes,Yes,5,Yes,DSL,Month-to-month,Bank transfer (automatic),69.25,348.99,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
8910-OZOYD,Female,No,Yes,No,2,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),88.93,178.6,No,90,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
7125-KEDGO,Male,No,Yes,Yes,55,Yes,Fiber optic,Two year,Credit card (automatic),102.88,5642.63,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
2863-EZNNN,Male,No,No,No,40,Yes,DSL,Month-to-month,Bank transfer (automatic),52.12,2080.7,No,45,Medium,#FFD700,Standard,General Subscriber
8997-WLZZU,Male,No,No,Yes,9,Yes,No,Month-to-month,Bank transfer (automatic),24.96,223.35,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
4852-AAZRS,Male,No,No,No,55,Yes,DSL,Two year,Electronic check,68.91,3786.16,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
0753-ZXSSW,Female,No,No,No,61,Yes,No,Two year,Bank transfer (automatic),21.24,1296.07,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5712-WNNCC,Female,No,Yes,Yes,9,Yes,No,Month-to-month,Bank transfer (automatic),23.89,215.37,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7949-OKZMP,Female,No,No,No,17,Yes,No,One year,Credit card (automatic),23.32,395.55,No,10,Low,#00F5D4,Budget,General Subscriber
5807-XIUCF,Female,No,No,No,17,Yes,No,Month-to-month,Mailed check,23.79,406.46,No,35,Medium,#FFD700,Budget,General Subscriber
0749-IVMLU,Female,No,No,Yes,41,Yes,DSL,One year,Bank transfer (automatic),70.76,2923.11,No,23,Low,#00F5D4,Standard,General Subscriber
1807-VDLMT,Male,No,Yes,Yes,35,Yes,No,Month-to-month,Electronic check,21.79,767.47,No,45,Medium,#FFD700,Budget,General Subscriber
1249-HQXZI,Female,No,Yes,No,40,Yes,Fiber optic,One year,Credit card (automatic),85.05,3411.59,No,40,Medium,#FFD700,Standard,General Subscriber
0566-IDVQO,Male,No,Yes,No,6,Yes,DSL,Month-to-month,Bank transfer (automatic),59.8,355.8,No,55,Medium,#FFD700,Short-Term,General Subscriber
4961-DVBRB,Male,No,No,Yes,28,Yes,DSL,One year,Credit card (automatic),61.34,1727.66,No,28,Low,#00F5D4,Standard,General Subscriber
9150-OQKSG,Female,Yes,Yes,No,60,Yes,No,Two year,Mailed check,22.22,1323.54,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2496-QUYLJ,Female,Yes,No,No,25,Yes,No,Month-to-month,Credit card (automatic),24.29,605.35,No,40,Medium,#FFD700,Budget,General Subscriber
3153-VPWWO,Male,No,No,No,3,Yes,DSL,Month-to-month,Electronic check,62.4,187.72,No,93,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7933-PXYKZ,Male,No,Yes,No,1,Yes,DSL,Month-to-month,Mailed check,57.26,57.41,No,65,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7355-VFQZT,Male,No,Yes,Yes,53,Yes,No,Two year,Credit card (automatic),21.87,1170.17,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0993-RJZEK,Female,Yes,No,No,55,Yes,No,Two year,Mailed check,23.07,1269.07,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8578-OFKWL,Male,No,No,No,51,Yes,DSL,One year,Mailed check,55.49,2827.28,No,10,Low,#00F5D4,Loyal,Loyal Long-Term User
2734-UCLCJ,Female,No,Yes,Yes,4,Yes,No,Month-to-month,Mailed check,24.23,97.32,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3663-OORAL,Female,No,Yes,Yes,39,Yes,DSL,One year,Credit card (automatic),60.48,2371.12,No,23,Low,#00F5D4,Standard,General Subscriber
5977-OSBXC,Male,No,No,No,66,Yes,DSL,Two year,Mailed check,60.38,4016.96,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
1856-OFIGQ,Female,No,Yes,No,39,Yes,DSL,One year,Electronic check,59.92,2325.22,No,30,Medium,#FFD700,Standard,General Subscriber
2577-OCCRV,Female,No,No,No,65,Yes,DSL,Two year,Electronic check,54.43,3540.4,No,15,Low,#00F5D4,Loyal,Loyal Long-Term User
1042-OLFGW,Female,No,Yes,Yes,22,Yes,No,Month-to-month,Credit card (automatic),24.49,540.83,No,30,Medium,#FFD700,Budget,General Subscriber
8155-RUGTG,Male,No,Yes,Yes,4,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),101.25,401.31,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
6497-DWRZS,Female,No,Yes,No,68,No,No,Two year,Mailed check,20.66,1408.68,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5715-ATSOM,Female,No,Yes,Yes,49,Yes,DSL,One year,Electronic check,65.49,3185.75,No,28,Low,#00F5D4,Loyal,Loyal Long-Term User
7423-HNFTH,Male,No,No,No,9,Yes,No,Month-to-month,Mailed check,23.67,214.39,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
5066-XHHPB,Male,No,Yes,No,32,Yes,Fiber optic,One year,Mailed check,91.19,2889.62,No,45,Medium,#FFD700,Premium,General Subscriber
2701-CYWNQ,Male,No,No,No,4,Yes,DSL,Month-to-month,Electronic check,54.64,219.65,No,85,High,#FF007F,"High-Risk, Short-Term",General Subscriber
9013-QZAMT,Male,No,No,No,31,Yes,Fiber optic,One year,Bank transfer (automatic),105.42,3278.81,No,50,Medium,#FFD700,Premium,General Subscriber
0551-AOWMX,Female,Yes,Yes,No,29,Yes,No,Month-to-month,Credit card (automatic),23.43,679.67,No,35,Medium,#FFD700,Budget,General Subscriber
3289-ZWQBE,Male,No,No,No,72,Yes,DSL,Two year,Mailed check,62.05,4444.67,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
1160-FKMYI,Female,No,No,No,44,Yes,Fiber optic,One year,Electronic check,106.8,4712.73,No,60,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
6863-HIDJC,Female,Yes,Yes,No,9,No,No,Month-to-month,Bank transfer (automatic),23.68,211.25,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
0954-QWDIW,Male,No,Yes,Yes,23,Yes,No,One year,Mailed check,24.67,569.68,No,5,Low,#00F5D4,Budget,General Subscriber
2764-VFARM,Male,No,No,No,36,Yes,No,One year,Credit card (automatic),24.62,879.18,No,5,Low,#00F5D4,Budget,General Subscriber
9047-UFSEO,Male,No,Yes,Yes,48,Yes,No,Two year,Mailed check,20.51,982.05,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2015-PFBDQ,Male,No,Yes,No,1,Yes,No,Month-to-month,Mailed check,22.98,23.05,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
1764-UUOLA,Female,Yes,Yes,Yes,40,Yes,No,One year,Electronic check,22.4,901.27,No,20,Low,#00F5D4,Budget,General Subscriber
7649-EDKCW,Female,No,Yes,Yes,68,Yes,No,Two year,Electronic check,22.69,1550.74,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0340-QZJVR,Male,Yes,No,No,16,Yes,DSL,Month-to-month,Mailed check,55.93,888.47,No,55,Medium,#FFD700,Standard,General Subscriber
3298-GSLIE,Male,Yes,No,No,29,No,No,One year,Mailed check,22.13,642.23,No,15,Low,#00F5D4,Budget,General Subscriber
4359-VUQTF,Male,No,No,No,1,Yes,DSL,Month-to-month,Credit card (automatic),63.29,62.74,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
5542-ZHIAD,Male,No,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),87.39,2895.43,No,70,High,#FF007F,High-Risk,High-Value Churn-Risk
8491-BFKYM,Female,No,No,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),53.57,53.09,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
5396-WOFOL,Male,No,No,No,31,Yes,No,Month-to-month,Bank transfer (automatic),24.29,751.58,No,35,Medium,#FFD700,Budget,General Subscriber
0685-HXVQV,Female,No,Yes,No,60,Yes,DSL,Two year,Electronic check,62.84,3764.57,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
5153-RYDJJ,Male,No,Yes,Yes,16,No,No,One year,Electronic check,22.58,364.43,No,20,Low,#00F5D4,Budget,General Subscriber
7050-TOKJL,Female,Yes,Yes,Yes,11,Yes,DSL,Month-to-month,Credit card (automatic),60.27,656.43,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
6502-VGPVI,Female,No,No,No,27,Yes,No,One year,Credit card (automatic),23.63,633.31,No,10,Low,#00F5D4,Budget,General Subscriber
0225-QAYVH,Female,No,No,No,35,Yes,No,One year,Mailed check,20.76,722.96,No,10,Low,#00F5D4,Budget,General Subscriber
6843-HKNPB,Male,No,No,No,5,Yes,DSL,Month-to-month,Bank transfer (automatic),51.3,255.02,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
9162-IPLKJ,Female,Yes,Yes,No,52,Yes,No,Two year,Bank transfer (automatic),23.89,1235.78,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0903-XMPVR,Female,No,No,No,20,Yes,No,Month-to-month,Electronic check,21.09,425.0,No,50,Medium,#FFD700,Budget,General Subscriber
8620-HAHNM,Female,No,No,No,46,Yes,DSL,Two year,Electronic check,62.3,2850.01,No,33,Medium,#FFD700,Standard,General Subscriber
4519-KDLCB,Female,No,No,No,21,Yes,Fiber optic,One year,Electronic check,93.71,1958.9,No,65,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
2606-LBWDV,Female,No,Yes,Yes,18,Yes,DSL,Month-to-month,Mailed check,61.74,1116.83,No,53,Medium,#FFD700,Standard,General Subscriber
4765-OZUWA,Male,Yes,Yes,No,36,Yes,Fiber optic,Month-to-month,Credit card (automatic),102.0,3675.98,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
9843-NFICQ,Male,No,Yes,No,1,Yes,No,Month-to-month,Electronic check,23.03,23.18,No,65,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
5662-BZLUN,Female,No,Yes,Yes,31,Yes,No,One year,Bank transfer (automatic),20.05,617.67,No,5,Low,#00F5D4,Budget,General Subscriber
0341-SSBSZ,Male,Yes,No,Yes,7,Yes,DSL,Month-to-month,Electronic check,67.57,471.39,No,83,High,#FF007F,"High-Risk, Short-Term",General Subscriber
8898-YKOZE,Male,No,No,Yes,44,No,No,One year,Mailed check,20.37,897.48,No,0,Low,#00F5D4,Budget,General Subscriber
1024-RZZCP,Female,No,Yes,No,6,Yes,DSL,Month-to-month,Credit card (automatic),67.77,404.65,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
4721-SPBLJ,Male,No,Yes,Yes,22,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),97.65,2164.52,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
0903-WRAED,Male,No,No,No,8,Yes,Fiber optic,Month-to-month,Mailed check,87.73,705.09,No,85,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
6636-KCKKT,Male,No,No,No,16,Yes,DSL,Month-to-month,Electronic check,58.0,937.05,No,65,High,#FF007F,High-Risk,General Subscriber
6542-GLNPP,Female,No,No,No,38,Yes,No,One year,Mailed check,20.99,794.81,No,5,Low,#00F5D4,Budget,General Subscriber
5027-EPKDZ,Male,No,Yes,No,72,Yes,No,Two year,Mailed check,20.49,1482.53,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8296-GLGGV,Female,No,No,Yes,60,Yes,No,Two year,Credit card (automatic),25.0,1497.31,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6179-RDUOQ,Female,No,No,No,60,Yes,DSL,Two year,Credit card (automatic),58.77,3520.06,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
