Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Term_Months,Monthly_EMI,Branch_ID,Loan_Application_Date,Approval_Status
LOAN-10260,CUST-3730,Personal Loan,7000.0,10.5,60,150.46,BR-02,2023-07-02,Approved
LOAN-10261,CUST-2470,Auto Loan,22000.0,7.5,72,380.38,BR-06,2023-03-29,Approved
LOAN-10262,CUST-1428,Personal Loan,28000.0,11.5,36,923.33,BR-04,2025-03-27,Approved
LOAN-10263,CUST-2328,Auto Loan,23000.0,5.0,48,529.67,BR-07,2023-01-01,Rejected
LOAN-10264,CUST-1799,Home Loan,156000.0,8.5,360,1199.51,BR-02,2023-03-04,Approved
LOAN-10265,CUST-2152,Business Loan,56000.0,11.0,36,1833.37,BR-03,2024-09-24,Approved
LOAN-10266,CUST-3251,Auto Loan,51000.0,6.0,36,1551.52,BR-04,2025-02-19,Approved
LOAN-10267,CUST-2165,Business Loan,135000.0,8.5,36,4261.62,BR-07,2023-03-06,Approved
LOAN-10268,CUST-3631,Personal Loan,32000.0,11.5,48,834.85,BR-09,2024-02-16,Approved
LOAN-10269,CUST-1433,Personal Loan,28000.0,10.5,12,2468.16,BR-08,2023-06-20,Approved
LOAN-10270,CUST-2499,Personal Loan,18000.0,13.0,48,482.89,BR-08,2025-05-18,Approved
LOAN-10271,CUST-2560,Auto Loan,18000.0,6.0,60,347.99,BR-08,2023-07-22,Approved
LOAN-10272,CUST-2510,Business Loan,58000.0,8.5,120,719.12,BR-04,2023-02-17,Approved
LOAN-10273,CUST-2523,Home Loan,312000.0,6.0,240,2235.26,BR-08,2024-01-22,Approved
LOAN-10274,CUST-3503,Home Loan,439000.0,6.0,360,2632.03,BR-10,2023-05-21,Approved
LOAN-10275,CUST-1661,Education Loan,35000.0,11.0,60,760.98,BR-06,2023-11-23,Approved
LOAN-10276,CUST-1292,Personal Loan,18000.0,17.5,48,524.06,BR-04,2024-04-03,Rejected
LOAN-10277,CUST-3961,Personal Loan,13000.0,11.5,36,428.69,BR-07,2023-02-19,Approved
LOAN-10278,CUST-1786,Auto Loan,54000.0,7.5,72,933.67,BR-08,2024-12-07,Approved
LOAN-10279,CUST-3079,Education Loan,38000.0,7.5,84,582.85,BR-10,2023-09-04,Approved
LOAN-10280,CUST-3959,Home Loan,137000.0,8.5,120,1698.6,BR-10,2023-10-31,Rejected
LOAN-10281,CUST-3405,Home Loan,389000.0,8.5,180,3830.64,BR-02,2023-02-21,Rejected
LOAN-10282,CUST-2420,Auto Loan,40000.0,5.0,48,921.17,BR-06,2024-09-16,Approved
LOAN-10283,CUST-2114,Personal Loan,20000.0,11.5,24,936.81,BR-09,2024-08-21,Approved
LOAN-10284,CUST-3068,Personal Loan,30000.0,11.5,60,659.78,BR-08,2023-09-08,Rejected
LOAN-10285,CUST-3981,Business Loan,100000.0,13.0,48,2682.75,BR-04,2025-01-08,Rejected
LOAN-10286,CUST-2175,Auto Loan,39000.0,7.5,36,1213.14,BR-07,2023-04-19,Approved
LOAN-10287,CUST-1496,Auto Loan,58000.0,6.0,36,1764.47,BR-04,2024-04-13,Rejected
LOAN-10288,CUST-2635,Personal Loan,11000.0,15.0,36,381.32,BR-03,2023-02-25,Approved
LOAN-10289,CUST-3775,Personal Loan,19000.0,10.5,36,617.55,BR-05,2023-12-01,Approved
LOAN-10290,CUST-1752,Personal Loan,18000.0,13.0,36,606.49,BR-07,2023-05-30,Approved
LOAN-10291,CUST-3076,Personal Loan,33000.0,13.0,48,885.31,BR-05,2025-07-30,Approved
LOAN-10292,CUST-2275,Personal Loan,22000.0,15.0,24,1066.71,BR-10,2024-01-09,Approved
LOAN-10293,CUST-3855,Personal Loan,13000.0,15.0,12,1173.36,BR-07,2023-02-18,Approved
LOAN-10294,CUST-3847,Personal Loan,7000.0,10.5,24,324.63,BR-03,2023-05-22,Approved
LOAN-10295,CUST-1373,Auto Loan,32000.0,7.5,48,773.72,BR-02,2024-01-09,Approved
LOAN-10296,CUST-2063,Education Loan,10000.0,7.5,84,153.38,BR-09,2024-02-14,Rejected
LOAN-10297,CUST-2576,Auto Loan,36000.0,6.0,48,845.46,BR-02,2023-01-28,Approved
LOAN-10298,CUST-3004,Auto Loan,43000.0,9.5,72,785.81,BR-08,2024-06-24,Rejected
LOAN-10299,CUST-3559,Personal Loan,5000.0,10.5,48,128.02,BR-04,2023-08-15,Rejected
LOAN-10300,CUST-1671,Personal Loan,28000.0,13.0,12,2500.88,BR-01,2023-02-18,Approved
LOAN-10301,CUST-3750,Education Loan,24000.0,6.5,120,272.52,BR-10,2023-09-10,Approved
LOAN-10302,CUST-1121,Business Loan,32000.0,9.5,120,414.07,BR-05,2023-08-06,Approved
LOAN-10303,CUST-3788,Personal Loan,31000.0,15.0,36,1074.63,BR-02,2023-05-19,Approved
LOAN-10304,CUST-1030,Home Loan,330000.0,6.0,240,2364.22,BR-05,2024-02-18,Approved
LOAN-10305,CUST-2457,Personal Loan,18000.0,10.5,24,834.77,BR-07,2023-04-20,Approved
LOAN-10306,CUST-2256,Auto Loan,35000.0,6.0,48,821.98,BR-07,2023-05-08,Approved
LOAN-10307,CUST-1474,Education Loan,30000.0,9.0,60,622.75,BR-01,2024-07-26,Approved
LOAN-10308,CUST-2200,Personal Loan,7000.0,13.0,24,332.79,BR-05,2023-01-24,Approved
LOAN-10309,CUST-1056,Auto Loan,46000.0,7.5,36,1430.89,BR-10,2023-02-09,Approved
LOAN-10310,CUST-3088,Home Loan,243000.0,10.5,180,2686.12,BR-07,2023-10-21,Approved
LOAN-10311,CUST-1832,Personal Loan,9000.0,11.5,12,797.54,BR-03,2023-03-25,Approved
LOAN-10312,CUST-2491,Auto Loan,55000.0,9.5,36,1761.81,BR-09,2023-09-08,Rejected
LOAN-10313,CUST-3351,Business Loan,122000.0,9.5,36,3908.02,BR-01,2023-11-12,Rejected
LOAN-10314,CUST-2016,Education Loan,17000.0,11.0,120,234.18,BR-03,2023-10-13,Rejected
LOAN-10315,CUST-1059,Personal Loan,33000.0,15.0,48,918.41,BR-04,2023-04-17,Approved
LOAN-10316,CUST-2558,Personal Loan,22000.0,15.0,36,762.64,BR-08,2023-02-17,Rejected
LOAN-10317,CUST-3663,Home Loan,316000.0,7.0,180,2840.3,BR-02,2023-03-01,Rejected
LOAN-10318,CUST-3893,Home Loan,394000.0,10.5,240,3933.62,BR-08,2025-03-13,Rejected
LOAN-10319,CUST-1995,Business Loan,111000.0,9.5,48,2788.67,BR-09,2023-06-16,Rejected
LOAN-10320,CUST-2538,Auto Loan,37000.0,6.0,60,715.31,BR-03,2024-01-16,Rejected
LOAN-10321,CUST-3730,Auto Loan,16000.0,5.0,48,368.47,BR-07,2024-07-11,Approved
LOAN-10322,CUST-3787,Personal Loan,26000.0,11.5,24,1217.85,BR-06,2023-08-18,Rejected
LOAN-10323,CUST-1790,Home Loan,82000.0,8.5,120,1016.68,BR-08,2023-04-18,Approved
LOAN-10324,CUST-3854,Education Loan,44000.0,6.5,84,653.38,BR-03,2024-10-02,Approved
LOAN-10325,CUST-3856,Business Loan,118000.0,8.5,120,1463.03,BR-09,2023-02-25,Rejected
LOAN-10326,CUST-1061,Education Loan,38000.0,6.5,120,431.48,BR-02,2023-10-08,Approved
LOAN-10327,CUST-2086,Education Loan,16000.0,9.0,120,202.68,BR-06,2023-08-19,Approved
LOAN-10328,CUST-3950,Personal Loan,23000.0,13.0,12,2054.3,BR-08,2023-09-24,Approved
LOAN-10329,CUST-3731,Home Loan,394000.0,13.0,120,5882.84,BR-04,2023-09-12,Rejected
LOAN-10330,CUST-1935,Auto Loan,59000.0,5.0,36,1768.28,BR-05,2024-01-01,Rejected
LOAN-10331,CUST-3004,Personal Loan,11000.0,15.0,12,992.84,BR-09,2023-06-18,Rejected
LOAN-10332,CUST-1469,Education Loan,26000.0,7.5,120,308.62,BR-06,2024-01-29,Rejected
LOAN-10333,CUST-1709,Business Loan,131000.0,11.0,36,4288.77,BR-05,2023-03-17,Rejected
LOAN-10334,CUST-1700,Education Loan,11000.0,7.5,120,130.57,BR-10,2023-06-16,Approved
LOAN-10335,CUST-3177,Personal Loan,32000.0,11.5,36,1055.23,BR-05,2024-11-21,Approved
LOAN-10336,CUST-2391,Personal Loan,30000.0,10.5,48,768.1,BR-04,2024-06-21,Approved
LOAN-10337,CUST-1456,Personal Loan,19000.0,10.5,36,617.55,BR-01,2023-04-28,Approved
LOAN-10338,CUST-2477,Personal Loan,27000.0,11.5,48,704.4,BR-01,2025-02-19,Approved
LOAN-10339,CUST-3668,Personal Loan,22000.0,13.0,12,1964.98,BR-05,2023-12-14,Approved
LOAN-10340,CUST-2087,Business Loan,55000.0,11.0,48,1421.5,BR-10,2025-08-19,Approved
LOAN-10341,CUST-3766,Personal Loan,8000.0,11.5,24,374.72,BR-06,2023-02-28,Approved
LOAN-10342,CUST-2337,Personal Loan,24000.0,10.5,12,2115.57,BR-09,2024-01-14,Approved
LOAN-10343,CUST-3012,Home Loan,381000.0,8.5,180,3751.86,BR-06,2023-01-31,Rejected
LOAN-10344,CUST-3089,Personal Loan,33000.0,11.5,48,860.94,BR-04,2023-03-24,Approved
LOAN-10345,CUST-1670,Auto Loan,27000.0,5.0,60,509.52,BR-01,2023-08-26,Rejected
LOAN-10346,CUST-1472,Home Loan,414000.0,7.0,120,4806.89,BR-10,2023-02-06,Rejected
LOAN-10347,CUST-2649,Personal Loan,24000.0,11.5,60,527.82,BR-06,2024-02-03,Approved
LOAN-10348,CUST-3017,Home Loan,90000.0,10.5,360,823.27,BR-04,2023-01-05,Rejected
LOAN-10349,CUST-3249,Auto Loan,36000.0,6.0,72,596.62,BR-04,2023-09-22,Approved
LOAN-10350,CUST-1997,Auto Loan,58000.0,7.5,72,1002.83,BR-05,2023-10-15,Approved
LOAN-10351,CUST-3325,Auto Loan,33000.0,6.0,60,637.98,BR-08,2023-01-15,Approved
LOAN-10352,CUST-2338,Business Loan,42000.0,13.0,48,1126.75,BR-08,2025-06-30,Rejected
LOAN-10353,CUST-2030,Home Loan,317000.0,7.0,360,2109.01,BR-03,2023-08-11,Rejected
LOAN-10354,CUST-3921,Personal Loan,23000.0,15.0,24,1115.19,BR-05,2023-03-02,Rejected
LOAN-10355,CUST-1049,Home Loan,115000.0,7.0,240,891.59,BR-05,2024-10-18,Approved
LOAN-10356,CUST-2587,Personal Loan,31000.0,11.5,12,2747.07,BR-03,2023-01-04,Rejected
LOAN-10357,CUST-1528,Auto Loan,54000.0,6.0,60,1043.97,BR-01,2025-04-14,Approved
LOAN-10358,CUST-3360,Home Loan,201000.0,6.0,180,1696.15,BR-07,2024-06-09,Approved
LOAN-10359,CUST-2824,Auto Loan,24000.0,9.5,36,768.79,BR-03,2023-07-26,Rejected
LOAN-10360,CUST-3285,Home Loan,298000.0,10.5,120,4021.06,BR-08,2024-11-16,Approved
LOAN-10361,CUST-2036,Education Loan,28000.0,11.0,120,385.7,BR-04,2023-11-21,Rejected
LOAN-10362,CUST-3132,Auto Loan,45000.0,7.5,72,778.06,BR-09,2024-05-15,Rejected
LOAN-10363,CUST-3995,Home Loan,200000.0,10.5,180,2210.8,BR-05,2023-10-06,Rejected
LOAN-10364,CUST-1845,Personal Loan,16000.0,15.0,60,380.64,BR-07,2023-03-23,Approved
LOAN-10365,CUST-3019,Auto Loan,26000.0,6.0,72,430.9,BR-04,2023-03-24,Rejected
LOAN-10366,CUST-3087,Auto Loan,42000.0,9.5,48,1055.17,BR-05,2024-09-21,Rejected
LOAN-10367,CUST-1186,Home Loan,398000.0,8.5,120,4934.63,BR-06,2025-04-29,Approved
LOAN-10368,CUST-1272,Personal Loan,29000.0,13.0,48,778.0,BR-01,2023-07-23,Approved
LOAN-10369,CUST-3751,Business Loan,55000.0,11.0,48,1421.5,BR-06,2023-06-05,Rejected
LOAN-10370,CUST-2283,Personal Loan,11000.0,11.5,12,974.77,BR-10,2023-08-15,Approved
LOAN-10371,CUST-3851,Home Loan,375000.0,7.0,240,2907.37,BR-10,2023-11-05,Rejected
LOAN-10372,CUST-2374,Education Loan,20000.0,13.5,60,460.2,BR-08,2023-01-24,Rejected
LOAN-10373,CUST-2837,Home Loan,406000.0,6.0,240,2908.71,BR-10,2023-09-22,Approved
LOAN-10374,CUST-2438,Auto Loan,45000.0,6.0,72,745.78,BR-06,2023-06-12,Approved
LOAN-10375,CUST-1121,Home Loan,416000.0,7.0,240,3225.24,BR-06,2023-10-16,Approved
LOAN-10376,CUST-3901,Business Loan,34000.0,15.5,36,1186.96,BR-08,2023-06-14,Rejected
LOAN-10377,CUST-2845,Personal Loan,31000.0,11.5,12,2747.07,BR-01,2024-05-21,Approved
LOAN-10378,CUST-3281,Personal Loan,15000.0,13.0,60,341.3,BR-05,2023-04-08,Approved
LOAN-10379,CUST-2588,Personal Loan,12000.0,13.0,24,570.5,BR-01,2023-06-29,Approved
LOAN-10380,CUST-1314,Home Loan,385000.0,10.5,180,4255.79,BR-02,2023-04-20,Rejected
LOAN-10381,CUST-1755,Personal Loan,28000.0,11.5,12,2481.22,BR-02,2023-04-27,Approved
LOAN-10382,CUST-3484,Home Loan,235000.0,7.0,180,2112.25,BR-02,2025-07-07,Rejected
LOAN-10383,CUST-1792,Personal Loan,22000.0,10.5,60,472.87,BR-01,2023-05-21,Approved
LOAN-10384,CUST-3001,Personal Loan,16000.0,11.5,48,417.42,BR-04,2025-01-04,Approved
LOAN-10385,CUST-2992,Auto Loan,56000.0,9.5,60,1176.1,BR-04,2023-04-24,Approved
LOAN-10386,CUST-1589,Home Loan,305000.0,7.0,180,2741.43,BR-08,2023-03-14,Approved
LOAN-10387,CUST-2236,Personal Loan,27000.0,11.5,48,704.4,BR-05,2023-01-16,Approved
LOAN-10388,CUST-2254,Business Loan,77000.0,9.5,120,996.36,BR-02,2023-10-20,Approved
LOAN-10389,CUST-1474,Auto Loan,18000.0,7.5,72,311.22,BR-08,2024-04-28,Approved
LOAN-10390,CUST-2609,Auto Loan,56000.0,6.0,72,928.08,BR-07,2023-09-14,Rejected
LOAN-10391,CUST-3799,Education Loan,36000.0,6.5,60,704.38,BR-09,2024-04-13,Rejected
LOAN-10392,CUST-1341,Personal Loan,12000.0,15.0,48,333.97,BR-02,2023-01-30,Rejected
LOAN-10393,CUST-1434,Home Loan,408000.0,7.0,240,3163.22,BR-10,2023-03-11,Approved
LOAN-10394,CUST-3803,Auto Loan,50000.0,5.0,36,1498.54,BR-06,2025-03-04,Approved
LOAN-10395,CUST-2122,Personal Loan,15000.0,15.0,36,519.98,BR-09,2025-04-03,Approved
LOAN-10396,CUST-1696,Personal Loan,26000.0,10.5,24,1205.78,BR-05,2023-06-09,Approved
LOAN-10397,CUST-1639,Auto Loan,57000.0,7.5,48,1378.2,BR-09,2023-06-05,Rejected
LOAN-10398,CUST-2737,Personal Loan,25000.0,11.5,12,2215.38,BR-05,2023-07-11,Approved
LOAN-10399,CUST-1598,Personal Loan,22000.0,11.5,48,573.96,BR-08,2023-04-05,Approved
LOAN-10400,CUST-2951,Education Loan,36000.0,9.0,60,747.3,BR-05,2023-05-19,Rejected
LOAN-10401,CUST-3564,Home Loan,410000.0,13.0,120,6121.74,BR-01,2023-12-03,Rejected
LOAN-10402,CUST-3963,Personal Loan,7000.0,11.5,12,620.31,BR-10,2023-01-13,Rejected
LOAN-10403,CUST-1088,Personal Loan,19000.0,13.0,12,1697.03,BR-03,2024-09-27,Approved
LOAN-10404,CUST-3036,Auto Loan,22000.0,5.0,36,659.36,BR-03,2024-03-05,Approved
LOAN-10405,CUST-1651,Personal Loan,34000.0,13.0,60,773.6,BR-08,2025-02-23,Approved
LOAN-10406,CUST-3003,Auto Loan,20000.0,6.0,72,331.46,BR-10,2023-09-24,Rejected
LOAN-10407,CUST-3807,Auto Loan,37000.0,6.0,60,715.31,BR-08,2023-01-28,Approved
LOAN-10408,CUST-3793,Personal Loan,7000.0,11.5,24,327.88,BR-01,2023-03-02,Rejected
LOAN-10409,CUST-2991,Education Loan,19000.0,9.0,60,394.41,BR-09,2024-10-31,Rejected
LOAN-10410,CUST-2944,Auto Loan,24000.0,5.0,36,719.3,BR-06,2023-07-12,Rejected
LOAN-10411,CUST-2209,Business Loan,84000.0,13.0,120,1254.21,BR-06,2025-02-05,Rejected
LOAN-10412,CUST-2287,Personal Loan,32000.0,13.0,60,728.1,BR-10,2023-04-26,Approved
LOAN-10413,CUST-1976,Home Loan,397000.0,8.5,360,3052.59,BR-03,2024-01-28,Rejected
LOAN-10414,CUST-1563,Auto Loan,35000.0,5.0,36,1048.98,BR-02,2023-06-08,Approved
LOAN-10415,CUST-2911,Personal Loan,9000.0,17.5,24,447.15,BR-02,2023-06-13,Rejected
LOAN-10416,CUST-1478,Personal Loan,26000.0,13.0,24,1236.09,BR-10,2023-11-12,Rejected
LOAN-10417,CUST-1958,Home Loan,147000.0,6.0,180,1240.47,BR-06,2023-02-12,Approved
LOAN-10418,CUST-2555,Personal Loan,28000.0,11.5,60,615.79,BR-01,2024-03-27,Approved
LOAN-10419,CUST-1265,Home Loan,331000.0,7.0,240,2566.24,BR-04,2024-01-21,Rejected
LOAN-10420,CUST-3655,Education Loan,43000.0,6.5,60,841.34,BR-03,2023-09-07,Rejected
LOAN-10421,CUST-2509,Auto Loan,47000.0,5.0,72,756.93,BR-02,2023-08-09,Approved
LOAN-10422,CUST-2111,Education Loan,10000.0,7.5,84,153.38,BR-03,2023-03-16,Approved
LOAN-10423,CUST-1338,Personal Loan,25000.0,10.5,60,537.35,BR-01,2024-03-15,Approved
LOAN-10424,CUST-3593,Education Loan,16000.0,11.0,120,220.4,BR-02,2023-01-13,Rejected
LOAN-10425,CUST-2951,Auto Loan,30000.0,7.5,36,933.19,BR-09,2023-02-17,Rejected
LOAN-10426,CUST-3620,Education Loan,35000.0,11.0,84,599.29,BR-01,2023-07-06,Approved
LOAN-10427,CUST-2694,Personal Loan,27000.0,13.0,60,614.33,BR-09,2024-09-27,Approved
LOAN-10428,CUST-2062,Home Loan,348000.0,6.0,180,2936.62,BR-01,2023-06-22,Rejected
LOAN-10429,CUST-1466,Home Loan,295000.0,7.0,120,3425.2,BR-08,2023-04-10,Approved
LOAN-10430,CUST-3017,Home Loan,187000.0,10.5,240,1866.97,BR-05,2023-07-19,Rejected
LOAN-10431,CUST-1178,Auto Loan,59000.0,5.0,60,1113.4,BR-03,2024-03-14,Rejected
LOAN-10432,CUST-3966,Auto Loan,31000.0,9.5,48,778.82,BR-07,2023-05-11,Rejected
LOAN-10433,CUST-1545,Business Loan,116000.0,11.0,120,1597.9,BR-01,2025-07-16,Approved
LOAN-10434,CUST-1745,Personal Loan,20000.0,11.5,36,659.52,BR-08,2024-05-04,Approved
LOAN-10435,CUST-3311,Auto Loan,42000.0,5.0,48,967.23,BR-09,2024-01-13,Approved
LOAN-10436,CUST-3833,Auto Loan,53000.0,9.5,72,968.56,BR-10,2023-08-20,Approved
LOAN-10437,CUST-2836,Home Loan,295000.0,6.0,360,1768.67,BR-02,2024-07-07,Approved
LOAN-10438,CUST-3667,Personal Loan,24000.0,15.0,48,667.94,BR-06,2024-05-18,Approved
LOAN-10439,CUST-1181,Personal Loan,8000.0,11.5,48,208.71,BR-07,2024-01-28,Approved
LOAN-10440,CUST-3356,Personal Loan,25000.0,11.5,60,549.82,BR-09,2023-11-08,Rejected
LOAN-10441,CUST-3875,Auto Loan,52000.0,6.0,48,1221.22,BR-10,2023-06-03,Approved
LOAN-10442,CUST-1413,Personal Loan,14000.0,10.5,48,358.45,BR-05,2023-12-06,Approved
LOAN-10443,CUST-3984,Personal Loan,15000.0,13.0,12,1339.76,BR-06,2023-09-27,Approved
LOAN-10444,CUST-3620,Personal Loan,7000.0,15.0,48,194.82,BR-07,2023-07-26,Approved
LOAN-10445,CUST-2957,Personal Loan,8000.0,11.5,60,175.94,BR-10,2023-01-26,Approved
LOAN-10446,CUST-2099,Personal Loan,28000.0,11.5,24,1311.53,BR-02,2023-09-08,Approved
LOAN-10447,CUST-1655,Personal Loan,23000.0,17.5,60,577.81,BR-07,2023-04-13,Rejected
LOAN-10448,CUST-2107,Auto Loan,19000.0,5.0,36,569.45,BR-06,2023-09-22,Approved
LOAN-10449,CUST-2398,Business Loan,88000.0,11.0,36,2881.01,BR-06,2023-01-12,Rejected
LOAN-10450,CUST-3742,Auto Loan,38000.0,5.0,48,875.11,BR-03,2023-07-01,Approved
LOAN-10451,CUST-1096,Home Loan,427000.0,6.0,360,2560.08,BR-03,2023-02-20,Approved
LOAN-10452,CUST-4000,Personal Loan,34000.0,10.5,12,2997.05,BR-03,2023-04-19,Rejected
LOAN-10453,CUST-2816,Home Loan,324000.0,6.0,180,2734.1,BR-07,2024-07-12,Approved
LOAN-10454,CUST-3440,Home Loan,192000.0,10.5,180,2122.37,BR-07,2024-01-31,Rejected
LOAN-10455,CUST-3021,Business Loan,124000.0,9.5,48,3115.27,BR-05,2024-02-02,Approved
LOAN-10456,CUST-3792,Personal Loan,32000.0,13.0,12,2858.15,BR-02,2023-05-22,Approved
LOAN-10457,CUST-3350,Personal Loan,24000.0,13.0,36,808.65,BR-04,2024-09-26,Rejected
LOAN-10458,CUST-2577,Auto Loan,18000.0,6.0,72,298.31,BR-02,2024-01-28,Approved
LOAN-10459,CUST-1691,Personal Loan,17000.0,17.5,48,494.94,BR-10,2023-06-14,Rejected
LOAN-10460,CUST-2372,Personal Loan,8000.0,15.0,12,722.07,BR-05,2023-02-04,Rejected
LOAN-10461,CUST-2642,Auto Loan,41000.0,6.0,48,962.89,BR-02,2023-08-19,Approved
LOAN-10462,CUST-1379,Personal Loan,27000.0,13.0,60,614.33,BR-07,2025-03-18,Approved
LOAN-10463,CUST-2306,Home Loan,335000.0,6.0,120,3719.19,BR-02,2023-12-21,Approved
LOAN-10464,CUST-1928,Home Loan,421000.0,6.0,240,3016.17,BR-01,2023-03-19,Approved
LOAN-10465,CUST-1129,Education Loan,15000.0,7.5,60,300.57,BR-10,2024-05-03,Approved
LOAN-10466,CUST-1980,Home Loan,126000.0,7.0,240,976.88,BR-05,2023-08-25,Approved
LOAN-10467,CUST-1170,Personal Loan,12000.0,11.5,24,562.08,BR-07,2024-07-21,Approved
LOAN-10468,CUST-1216,Auto Loan,35000.0,5.0,72,563.67,BR-06,2023-03-24,Approved
LOAN-10469,CUST-2338,Education Loan,29000.0,11.0,120,399.48,BR-06,2023-07-16,Rejected
LOAN-10470,CUST-3880,Personal Loan,34000.0,11.5,36,1121.18,BR-10,2024-01-24,Approved
LOAN-10471,CUST-3068,Home Loan,187000.0,7.0,180,1680.81,BR-10,2023-01-25,Approved
LOAN-10472,CUST-2201,Education Loan,39000.0,6.5,120,442.84,BR-09,2023-03-25,Rejected
LOAN-10473,CUST-2941,Personal Loan,16000.0,10.5,60,343.9,BR-08,2023-12-13,Rejected
LOAN-10474,CUST-2078,Education Loan,11000.0,6.5,84,163.34,BR-03,2023-04-10,Approved
LOAN-10475,CUST-3452,Auto Loan,23000.0,6.0,72,381.18,BR-10,2023-03-01,Approved
LOAN-10476,CUST-1234,Personal Loan,32000.0,15.0,24,1551.57,BR-06,2023-01-12,Rejected
LOAN-10477,CUST-1166,Personal Loan,27000.0,13.0,24,1283.63,BR-08,2023-12-14,Approved
LOAN-10478,CUST-3380,Personal Loan,17000.0,13.0,36,572.8,BR-01,2024-01-08,Approved
LOAN-10479,CUST-2380,Personal Loan,16000.0,11.5,12,1417.84,BR-06,2024-06-06,Rejected
LOAN-10480,CUST-1448,Personal Loan,34000.0,15.0,48,946.25,BR-08,2024-11-04,Approved
LOAN-10481,CUST-2851,Home Loan,90000.0,8.5,240,781.04,BR-09,2024-04-22,Rejected
LOAN-10482,CUST-1453,Personal Loan,18000.0,13.0,12,1607.71,BR-03,2023-10-04,Rejected
LOAN-10483,CUST-2071,Personal Loan,11000.0,13.0,36,370.63,BR-10,2023-03-13,Approved
LOAN-10484,CUST-3620,Auto Loan,35000.0,9.5,60,735.07,BR-03,2023-04-14,Approved
LOAN-10485,CUST-2261,Personal Loan,13000.0,11.5,48,339.16,BR-06,2023-01-06,Approved
LOAN-10486,CUST-2053,Home Loan,293000.0,7.0,120,3401.98,BR-02,2024-01-08,Approved
LOAN-10487,CUST-2032,Education Loan,24000.0,6.5,120,272.52,BR-02,2024-04-27,Approved
LOAN-10488,CUST-2782,Auto Loan,17000.0,7.5,72,293.93,BR-09,2024-10-03,Approved
LOAN-10489,CUST-1736,Home Loan,382000.0,8.5,120,4736.25,BR-07,2023-09-04,Rejected
LOAN-10490,CUST-2297,Auto Loan,45000.0,6.0,60,869.98,BR-08,2023-01-04,Approved
LOAN-10491,CUST-1106,Personal Loan,34000.0,13.0,12,3036.79,BR-08,2023-03-08,Rejected
LOAN-10492,CUST-3586,Home Loan,446000.0,7.0,240,3457.83,BR-03,2024-01-23,Approved
LOAN-10493,CUST-2819,Auto Loan,43000.0,6.0,60,831.31,BR-07,2023-01-14,Approved
LOAN-10494,CUST-1536,Personal Loan,9000.0,17.5,48,262.03,BR-08,2023-01-24,Rejected
LOAN-10495,CUST-1829,Personal Loan,7000.0,11.5,24,327.88,BR-03,2023-06-18,Approved
LOAN-10496,CUST-1446,Personal Loan,33000.0,11.5,48,860.94,BR-05,2024-07-28,Approved
LOAN-10497,CUST-2000,Personal Loan,18000.0,13.0,48,482.89,BR-03,2023-03-17,Approved
LOAN-10498,CUST-2844,Personal Loan,15000.0,11.5,36,494.64,BR-01,2023-01-17,Approved
LOAN-10499,CUST-3540,Auto Loan,36000.0,7.5,60,721.37,BR-08,2023-09-06,Approved
LOAN-10500,CUST-3540,Personal Loan,14000.0,13.0,60,318.54,BR-10,2023-07-03,Approved
LOAN-10501,CUST-3061,Personal Loan,9000.0,11.5,12,797.54,BR-04,2023-02-18,Rejected
LOAN-10502,CUST-1074,Auto Loan,32000.0,5.0,48,736.94,BR-02,2023-01-09,Approved
LOAN-10503,CUST-3413,Auto Loan,19000.0,9.5,72,347.22,BR-06,2023-01-29,Rejected
LOAN-10504,CUST-3456,Business Loan,110000.0,13.0,120,1642.42,BR-08,2024-01-10,Approved
LOAN-10505,CUST-2551,Personal Loan,34000.0,10.5,60,730.79,BR-09,2023-08-16,Approved
LOAN-10506,CUST-2626,Auto Loan,60000.0,6.0,36,1825.32,BR-03,2023-06-04,Rejected
LOAN-10507,CUST-1928,Personal Loan,33000.0,10.5,24,1530.41,BR-01,2023-06-27,Approved
LOAN-10508,CUST-3199,Auto Loan,36000.0,9.5,72,657.89,BR-01,2023-07-08,Rejected
LOAN-10509,CUST-3599,Personal Loan,21000.0,10.5,60,451.37,BR-01,2023-02-16,Approved
LOAN-10510,CUST-1600,Auto Loan,26000.0,7.5,60,520.99,BR-10,2025-02-19,Approved
LOAN-10511,CUST-3361,Home Loan,353000.0,7.0,120,4098.63,BR-04,2023-02-02,Rejected
LOAN-10512,CUST-1713,Education Loan,25000.0,7.5,60,500.95,BR-06,2023-01-23,Approved
LOAN-10513,CUST-3944,Personal Loan,9000.0,15.0,60,214.11,BR-08,2023-07-04,Rejected
LOAN-10514,CUST-3159,Personal Loan,9000.0,10.5,48,230.43,BR-04,2023-04-23,Approved
LOAN-10515,CUST-1801,Personal Loan,13000.0,11.5,12,1152.0,BR-06,2024-05-21,Approved
LOAN-10516,CUST-1712,Education Loan,39000.0,7.5,60,781.48,BR-09,2023-10-15,Approved
LOAN-10517,CUST-1293,Personal Loan,24000.0,11.5,60,527.82,BR-05,2024-09-09,Approved
LOAN-10518,CUST-2539,Personal Loan,16000.0,10.5,12,1410.38,BR-07,2023-02-06,Rejected
LOAN-10519,CUST-3308,Education Loan,26000.0,11.0,120,358.15,BR-10,2023-01-27,Approved
